player,matches,wins,losses,rpw,rpw_in_play,vs_ace_pct,vs_df_pct,vs_first_win_pct,vs_second_win_pct,break_pct,pts_per_return_game,pts_won_per_return_game,median_opp_rank,mean_opp_rank
Alina Korneeva,14,7,7,0.4807162534435262,0.45961820851688695,0.012396694214876033,0.049586776859504134,0.4288888888888889,0.5652173913043479,0.4957983193277311,6.100840336134453,2.9327731092436973,43.5,69.57142857142857
Alycia Parks,43,19,24,0.4028256374913852,0.37978963185574754,0.028256374913852515,0.05444521019986216,0.32970620239390647,0.5291353383458647,0.27640449438202247,6.521348314606741,2.6269662921348313,82.0,102.0
Anhelina Kalinina,22,11,11,0.4715447154471545,0.46337817638266066,0.04200542005420054,0.051490514905149054,0.4098901098901099,0.5706713780918728,0.42081447963800905,6.678733031674208,3.1493212669683257,73.0,77.30434782608695
Anna Blinkova,28,10,18,0.4335145823035096,0.4201634877384196,0.040533860603064756,0.05239742956005932,0.3752,0.5278137128072444,0.35135135135135137,6.83445945945946,2.9628378378378377,79.0,98.67857142857143
Anna Bondar,47,23,24,0.42717328727691417,0.4136858475894246,0.030224525043177894,0.04432930339666091,0.35254083484573506,0.5566929133858267,0.32495164410058025,6.71953578336557,2.870406189555126,81.0,96.08510638297872
Antonia Ruzic,35,14,21,0.4202247191011236,0.4148606811145511,0.0701123595505618,0.05887640449438202,0.34065102195306585,0.536504424778761,0.3188405797101449,6.449275362318841,2.710144927536232,41.0,77.91428571428571
Ashlyn Krueger,28,12,16,0.40935064935064935,0.39728353140916806,0.0374025974025974,0.044675324675324674,0.34540859309182814,0.5121951219512195,0.28619528619528617,6.481481481481482,2.653198653198653,65.5,84.78571428571429
Camila Osorio,40,19,21,0.4477958236658933,0.43439490445859874,0.037122969837587005,0.052204176334106726,0.37935323383084574,0.5603271983640081,0.37532133676092544,6.647814910025707,2.9768637532133675,44.0,82.25
Caty Mcnally,47,25,22,0.4517736734095573,0.4377998081228014,0.03283494576370566,0.050425095279976545,0.398110661268556,0.5521885521885521,0.3937007874015748,6.714566929133858,3.033464566929134,64.0,76.23404255319149
Daria Kasatkina,29,11,18,0.4562774792379092,0.4494079655543596,0.04396678065461651,0.04836345872007816,0.39056457849961335,0.5689655172413793,0.39935064935064934,6.646103896103896,3.0324675324675323,52.0,78.6
Darja Vidmanova,16,7,9,0.4239934264585046,0.3931860036832413,0.03451109285127362,0.07313064913722268,0.3527080581241744,0.5413043478260869,0.32432432432432434,6.578378378378378,2.789189189189189,68.5,100.125
Elena Gabriela Ruse,33,15,18,0.43309859154929575,0.40864917395529643,0.03125,0.06294014084507042,0.3532846715328467,0.5543237250554324,0.3313253012048193,6.843373493975903,2.963855421686747,33.0,40.93939393939394
Elisabetta Cocciaretto,40,22,18,0.43382928739232574,0.4222222222222223,0.04698512137823023,0.05442443226311668,0.34906270200387846,0.5640516385302881,0.3484848484848485,6.44949494949495,2.797979797979798,72.5,81.925
Emiliana Arango,35,14,21,0.45362134688691236,0.4216141001855288,0.018212621770436255,0.06861499364675985,0.39603283173734605,0.5472747497219133,0.3775811209439528,6.964601769911504,3.15929203539823,71.0,130.28571428571428
Emma Raducanu,27,13,14,0.4546019900497512,0.4442906574394464,0.046019900497512436,0.05534825870646766,0.38953488372093026,0.5711805555555556,0.411522633744856,6.617283950617284,3.0082304526748973,72.0,80.60714285714286
Eva Lys,29,12,17,0.43647058823529417,0.4377059986816084,0.061764705882352944,0.04588235294117647,0.35033050047214354,0.5787831513260531,0.36398467432950193,6.513409961685824,2.842911877394636,41.0,88.65517241379311
Hanne Vandewinkel,9,3,6,0.37960954446854667,0.34375,0.028199566160520606,0.06941431670281996,0.2549019607843137,0.5339805825242718,0.24675324675324675,5.987012987012987,2.272727272727273,45.0,61.22222222222222
Kamilla Rakhimova,29,11,18,0.44697361614071396,0.43701492537313436,0.06518365235385411,0.06828763579927574,0.3447979363714532,0.6012987012987012,0.37755102040816324,6.574829931972789,2.938775510204082,43.0,85.3103448275862
Karolina Pliskova,31,20,11,0.4160037435657463,0.40031645569620256,0.05194197473093121,0.06083294337856809,0.3491214667685256,0.5217391304347826,0.32228915662650603,6.436746987951807,2.677710843373494,46.0,80.19354838709677
Katie Boulter,41,21,20,0.4290099769762088,0.4162700129813933,0.053338449731389105,0.059861857252494245,0.3675914249684742,0.5245098039215687,0.3383838383838384,6.58080808080808,2.823232323232323,51.0,71.26829268292683
Katie Volynets,30,12,18,0.43914555389965226,0.4186173108328797,0.030303030303030304,0.057128663686040734,0.362760834670947,0.5632333767926988,0.36245954692556637,6.514563106796117,2.8608414239482203,71.0,123.46666666666667
Kimberly Birrell,35,15,20,0.42103075644222776,0.42247510668563304,0.07273482959268496,0.05070656691604322,0.35290102389078504,0.5270988310308182,0.32590529247910865,6.701949860724234,2.8217270194986073,67.5,83.47222222222223
Lanlana Tararudee,12,7,5,0.430921052631579,0.41755634638196915,0.03070175438596491,0.044956140350877194,0.33831775700934574,0.5623342175066313,0.3435114503816794,6.961832061068702,3.0,73.0,111.61538461538461
Magda Linette,41,19,22,0.4024530471444998,0.38480801335559267,0.03257953238788808,0.04906094288999617,0.333539987600744,0.5140562248995983,0.2794871794871795,6.68974358974359,2.6923076923076925,50.0,89.21951219512195
Mananchaya Sawangkaew,5,2,3,0.4240687679083095,0.415625,0.04011461318051576,0.04297994269340974,0.35064935064935066,0.5677966101694916,0.3148148148148148,6.462962962962963,2.740740740740741,29.0,50.2
Maria Timofeeva,10,3,7,0.4476021314387212,0.43018867924528303,0.015985790408525755,0.04262877442273535,0.3893805309734514,0.5357142857142857,0.35,7.0375,3.15,57.0,77.0909090909091
Maya Joint,41,17,24,0.43471754582865696,0.4150082918739635,0.03741114852225964,0.06023194912083801,0.354780517137703,0.5663366336633664,0.3341708542713568,6.71608040201005,2.919597989949749,57.0,84.325
Mayar Sherif,14,9,5,0.45026737967914443,0.4341957255343082,0.011764705882352941,0.0374331550802139,0.40570522979397783,0.5427631578947368,0.3925925925925926,6.925925925925926,3.1185185185185187,92.0,88.0
Mccartney Kessler,42,20,22,0.4316020482809071,0.41409691629955947,0.03328456474030724,0.053401609363569864,0.35752212389380533,0.5524542829643888,0.32439024390243903,6.668292682926829,2.8780487804878048,47.0,63.88095238095238
Moyuka Uchijima,20,3,17,0.4098939929328622,0.38996138996138996,0.03180212014134275,0.053003533568904596,0.36689655172413793,0.4864864864864865,0.28654970760233917,6.619883040935672,2.7134502923976607,54.0,80.4
Oksana Selekhmeteva,16,6,10,0.44023083264633145,0.4224215246636771,0.028854080791426217,0.05193734542456719,0.3444909344490934,0.5786290322580645,0.3551912568306011,6.628415300546448,2.918032786885246,65.5,66.4375
Panna Udvardy,37,19,18,0.4179166666666667,0.40368663594470044,0.042916666666666665,0.05291666666666667,0.35529715762273906,0.5316901408450705,0.30319148936170215,6.382978723404255,2.6675531914893615,93.0,133.48648648648648
Paula Badosa,33,15,18,0.43598468736707785,0.4201834862385321,0.026371756699276903,0.04636324968098681,0.3764629388816645,0.5485854858548586,0.34615384615384615,6.955621301775148,3.032544378698225,72.0,80.54545454545455
Petra Marcinko,27,13,14,0.44831168831168833,0.422527158376215,0.027012987012987013,0.06441558441558441,0.37622149837133545,0.5753228120516499,0.3574007220216607,6.949458483754513,3.115523465703971,76.0,123.48148148148148
Peyton Stearns,36,19,17,0.4361306324927656,0.4242139840450493,0.05663497312939231,0.062422488631665975,0.34564643799472294,0.5880398671096345,0.35359116022099446,6.68232044198895,2.914364640883978,70.5,85.33333333333333
Polina Kudermetova,16,4,12,0.4055813953488372,0.3819517313746065,0.046511627906976744,0.06697674418604652,0.328125,0.5195402298850575,0.29012345679012347,6.635802469135802,2.691358024691358,40.5,74.1875
Renata Zarazua,26,11,15,0.41123882503192843,0.4111818825194621,0.05747126436781609,0.040229885057471264,0.347,0.5247349823321554,0.29918032786885246,6.418032786885246,2.639344262295082,54.5,160.80769230769232
Shuai Zhang,41,19,22,0.4259796806966618,0.42501038637307853,0.07184325108853411,0.05478955007256894,0.34988452655889146,0.5546875,0.32066508313539194,6.546318289786223,2.7885985748218527,49.0,59.68292682926829
Simona Waltert,15,4,11,0.4133202742409402,0.3970588235294118,0.024485798237022526,0.043095004897159644,0.3677811550151976,0.49586776859504134,0.3081761006289308,6.421383647798742,2.6540880503144653,57.0,54.333333333333336
Sinja Kraus,13,2,11,0.42191142191142195,0.4152866242038217,0.04312354312354312,0.04195804195804196,0.36900369003690037,0.5126582278481013,0.3230769230769231,6.6,2.7846153846153845,91.0,93.3076923076923
Solana Sierra,31,14,17,0.4168179068360557,0.3929539295392954,0.0411373260738052,0.06594071385359952,0.33501006036217307,0.5402124430955995,0.32342007434944237,6.144981412639405,2.5613382899628254,74.0,133.16129032258064
Talia Gibson,31,14,17,0.39583333333333337,0.40719588806396345,0.10125968992248062,0.050387596899224806,0.317351598173516,0.5333333333333333,0.2807570977917981,6.511041009463723,2.5772870662460567,27.0,64.12903225806451
Tatjana Maria,46,19,27,0.42105263157894735,0.40397098129056896,0.03485535029627048,0.05228302544440572,0.3553719008264463,0.5341555977229602,0.32505643340857787,6.476297968397291,2.72686230248307,71.0,130.58695652173913
Taylah Preston,8,5,3,0.48538961038961037,0.49189189189189186,0.056818181818181816,0.04220779220779221,0.42162162162162165,0.5813008130081301,0.4631578947368421,6.484210526315789,3.1473684210526316,35.0,49.25
Taylor Townsend,21,11,10,0.4075949367088607,0.39197748064743143,0.04556962025316456,0.05506329113924051,0.34279705573080965,0.505564387917329,0.27312775330396477,6.960352422907489,2.8370044052863435,55.0,57.476190476190474
