player,matches,wins,losses,match_win_pct,spw,spw_in_play,aces,ace_pct,dfs,df_pct,df_pct_2nd,first_in_pct,first_win_pct,second_win_pct,second_win_pct_in_play,hold_pct,pts_per_service_game,pts_lost_per_service_game
Adolfo Daniel Vallejo,53,42,11,0.7924528301886793,0.6162287034363269,0.62822936357908,140.0,0.04042737510828761,149.0,0.043026277793820386,0.11374045801526718,0.6217152757724517,0.676730143985137,0.516793893129771,0.5831180017226529,0.7619047619047619,6.342490842490842,2.434065934065934
Alejandro Moro Canas,30,15,15,0.5,0.6112369732668781,0.6188624210014584,76.0,0.034435885817852285,74.0,0.03352967829632986,0.09932885906040269,0.6624376982328953,0.6545827633378933,0.5261744966442953,0.5842026825633383,0.7448680351906158,6.472140762463343,2.5161290322580645
Alex Barrena,57,29,28,0.5087719298245614,0.5792207792207792,0.5845812534664449,122.0,0.03168831168831169,122.0,0.03168831168831169,0.07937540663630449,0.6007792207792207,0.6299178555987894,0.5029277813923227,0.5462897526501767,0.6843003412969283,6.5699658703071675,2.7645051194539247
Alvaro Guillen Meza,58,31,27,0.5344827586206896,0.5800355713650511,0.594588122605364,126.0,0.028012449977767896,196.0,0.04357492218763895,0.12596401028277635,0.6540684748777235,0.6434398368456832,0.4601542416452442,0.5264705882352941,0.6797583081570997,6.794561933534744,2.8534743202416917
Bernard Tomic,2,1,1,0.5,0.5555555555555556,0.5486111111111112,6.0,0.0392156862745098,3.0,0.0196078431372549,0.04411764705882353,0.5555555555555556,0.6352941176470588,0.45588235294117646,0.47692307692307695,0.6666666666666666,8.5,3.7777777777777777
Clement Chidekh,3,1,2,0.3333333333333333,0.5705521472392638,0.5960264900662252,3.0,0.018404907975460124,9.0,0.05521472392638037,0.17647058823529413,0.6871165644171779,0.6339285714285714,0.43137254901960786,0.5238095238095238,0.6071428571428571,5.821428571428571,2.5
Dan Added,3,0,3,0.0,0.5346938775510204,0.5304347826086957,9.0,0.036734693877551024,6.0,0.024489795918367346,0.06060606060606061,0.5959183673469388,0.5958904109589042,0.4444444444444444,0.4731182795698925,0.625,7.65625,3.5625
Daniel Rincon,34,18,16,0.5294117647058824,0.578968412634946,0.5781584582441114,98.0,0.039184326269492205,68.0,0.027189124350259896,0.06494746895893028,0.5813674530187924,0.657496561210454,0.4699140401146132,0.5025536261491318,0.6839237057220708,6.814713896457766,2.869209809264305
Daniil Glinka,11,6,5,0.5454545454545454,0.6186943620178041,0.6286644951140065,31.0,0.04599406528189911,29.0,0.04302670623145401,0.1070110701107011,0.5979228486646885,0.6799007444168734,0.5276752767527675,0.5909090909090909,0.7358490566037735,6.3584905660377355,2.4245283018867925
Dimitar Kuzmanov,22,9,13,0.4090909090909091,0.5831218274111675,0.5905459387483355,32.0,0.02030456852791878,42.0,0.0266497461928934,0.08641975308641975,0.6916243654822335,0.6192660550458715,0.5020576131687243,0.5495495495495496,0.6848739495798319,6.621848739495798,2.7605042016806722
Duje Ajdukovic,22,11,11,0.5,0.5959468017732742,0.5947075208913649,87.0,0.055098163394553513,56.0,0.03546548448385054,0.08588957055214724,0.5870804306523116,0.686084142394822,0.4677914110429448,0.511744966442953,0.7217391304347827,6.8652173913043475,2.773913043478261
Edas Butvilas,13,5,8,0.38461538461538464,0.6044303797468354,0.6048109965635738,45.0,0.04746835443037975,30.0,0.03164556962025317,0.08522727272727272,0.6286919831223629,0.6694630872483222,0.4943181818181818,0.5403726708074534,0.7708333333333334,6.583333333333333,2.6041666666666665
Facundo Diaz Acosta,68,49,19,0.7205882352941176,0.6320967411354785,0.6366030283080975,183.0,0.03750768600122976,139.0,0.02848944455831113,0.08086096567771961,0.6476737036277925,0.6895569620253165,0.5264688772542175,0.5727848101265823,0.7776349614395887,6.27120822622108,2.3071979434447303
Federico Agustin Gomez,35,16,19,0.45714285714285713,0.6050488599348535,0.6211573236889693,112.0,0.04560260586319218,132.0,0.05374592833876222,0.14254859611231102,0.6229641693811075,0.6679738562091503,0.5010799136069114,0.5843828715365239,0.7387862796833773,6.480211081794195,2.559366754617414
Franco Agamenone,45,23,22,0.5111111111111111,0.5742574257425742,0.586687306501548,77.0,0.02242283051834595,127.0,0.036983110075713456,0.1060985797827903,0.651426907396622,0.6410371032632991,0.4494569757727652,0.502803738317757,0.6846307385229541,6.854291417165669,2.9181636726546905
Franco Roncadelli,49,27,22,0.5510204081632653,0.5741626794258373,0.5789312039312039,35.0,0.010466507177033494,53.0,0.015849282296650717,0.06393244873341375,0.7520933014354066,0.5976143141153082,0.503015681544029,0.5373711340206185,0.6576402321083172,6.468085106382978,2.754352030947776
Frederico Ferreira Silva,35,15,20,0.42857142857142855,0.5940702781844802,0.5998463901689708,61.0,0.02232796486090776,67.0,0.02452415812591508,0.07052631578947369,0.6522693997071742,0.6408529741863075,0.5063157894736842,0.5447338618346546,0.7301980198019802,6.762376237623762,2.745049504950495
Genaro Alberto Olivieri,49,24,25,0.4897959183673469,0.5678241996744439,0.5701534170153417,49.0,0.013293543136190992,52.0,0.01410743353228432,0.059907834101382486,0.764514378730331,0.5911994322214337,0.49193548387096775,0.5232843137254902,0.6642468239564429,6.689655172413793,2.8911070780399273
Gonzalo Bueno,62,35,27,0.5645161290322581,0.5611814345991561,0.5779382470119522,73.0,0.01711204875761838,177.0,0.04149085794655415,0.10786106032906764,0.6153305203938115,0.6144761904761905,0.47592931139549055,0.5334699453551912,0.6521739130434783,6.624223602484472,2.906832298136646
Gonzalo Villanueva,41,17,24,0.4146341463414634,0.5577648268769283,0.5602343463932625,97.0,0.0332533424751457,89.0,0.03051079876585533,0.08256029684601113,0.630442235173123,0.6215334420880914,0.4489795918367347,0.48938321536905965,0.6283783783783784,6.56981981981982,2.9054054054054053
Guido Ivan Justo,67,39,28,0.582089552238806,0.5926336809407589,0.5962962962962963,95.0,0.02107832260927446,92.0,0.020412691368981585,0.058191018342821,0.6492123363656535,0.6373889268626111,0.5098039215686274,0.5413028878441908,0.6997126436781609,6.475574712643678,2.6379310344827585
Harry Wendelken,2,0,2,0.0,0.5116279069767442,0.5245901639344263,2.0,0.015503875968992248,5.0,0.03875968992248062,0.12195121951219512,0.6821705426356589,0.6136363636363636,0.2926829268292683,0.3333333333333333,0.55,6.45,3.15
Henri Squire,41,23,18,0.5609756097560976,0.6126973463218005,0.6341653666146646,198.0,0.06650990930466913,215.0,0.07222035606315082,0.23143164693218515,0.687940880080618,0.67529296875,0.4747039827771798,0.6176470588235294,0.7587719298245614,6.5285087719298245,2.5285087719298245
Henrique Rocha,33,24,9,0.7272727272727273,0.6225221425558836,0.6481396417087736,65.0,0.02741459299873471,129.0,0.05440742302825812,0.13679745493107104,0.602277520033741,0.7023809523809523,0.5015906680805938,0.581081081081081,0.7621621621621621,6.408108108108108,2.418918918918919
Hugo Dellien,45,30,15,0.6666666666666666,0.6145026340254106,0.6092671705553729,129.0,0.039975209172606135,55.0,0.017043693833281685,0.059012875536480686,0.7111868608614813,0.6596949891067538,0.5032188841201717,0.5347776510832383,0.7529880478087649,6.4282868525896415,2.4780876494023905
Hynek Barton,37,20,17,0.5405405405405406,0.6385288966725043,0.6326848249027237,197.0,0.06900175131348511,88.0,0.030823117338003504,0.07685589519650655,0.5989492119089317,0.7187134502923976,0.5187772925764192,0.5619678334910123,0.802660753880266,6.330376940133037,2.2882483370288247
Ilia Simakin,8,1,7,0.125,0.6003086419753086,0.5965811965811966,40.0,0.06172839506172839,23.0,0.035493827160493825,0.08914728682170543,0.6018518518518519,0.6641025641025641,0.5038759689922481,0.5531914893617021,0.7358490566037735,6.113207547169812,2.443396226415094
Jan Choinski,46,36,10,0.782608695652174,0.6512866015971606,0.6398166339227243,248.0,0.07335107956225968,79.0,0.02336586808636498,0.06365834004834811,0.6329488317065957,0.7121495327102804,0.5463336019339242,0.5834767641996558,0.8234200743494424,6.284386617100372,2.191449814126394
Jay Clarke,26,13,13,0.5,0.6015345268542199,0.6060773480662983,79.0,0.04040920716112532,66.0,0.03375959079283888,0.07980652962515115,0.5769820971867008,0.6879432624113475,0.4836759371221282,0.5256241787122208,0.7482758620689656,6.741379310344827,2.6862068965517243
Joao Lucas Reis Da Silva,47,23,24,0.48936170212765956,0.6131602242549424,0.6149300155520996,101.0,0.029802301563883152,73.0,0.02154027736795515,0.06403508771929825,0.6636175863086456,0.6669630947087595,0.5070175438596491,0.5417057169634489,0.7353497164461248,6.406427221172023,2.4782608695652173
Joel Schwaerzler,30,17,13,0.5666666666666667,0.6402613311555737,0.6412213740458015,140.0,0.05716619028174765,82.0,0.03348305430788077,0.08807733619763695,0.6198448346263781,0.7035573122529645,0.5370569280343717,0.5889281507656066,0.810958904109589,6.7095890410958905,2.4136986301369863
Juan Bautista Torres,57,29,28,0.5087719298245614,0.5582604585204444,0.5649079754601227,60.0,0.014181044670290712,96.0,0.022689671472465138,0.07322654462242563,0.690144173954148,0.6037671232876712,0.4569031273836766,0.49300411522633747,0.632258064516129,6.824193548387097,3.014516129032258
Juan Carlos Prado Angelo,48,29,19,0.6041666666666666,0.5919714050041243,0.5994679278746674,125.0,0.03436898542755018,129.0,0.03546879296123179,0.0911660777385159,0.6109430849601319,0.6498649864986499,0.5010600706713781,0.5513219284603421,0.7164179104477612,6.78544776119403,2.7686567164179103
Juan Pablo Varillas,55,31,24,0.5636363636363636,0.6110552763819096,0.604434711196277,224.0,0.05628140703517588,103.0,0.025879396984924623,0.061492537313432835,0.5791457286432161,0.693709327548807,0.4973134328358209,0.5298982188295165,0.7550335570469798,6.677852348993288,2.597315436241611
Jurij Rodionov,13,7,6,0.5384615384615384,0.633692458374143,0.6284153005464481,72.0,0.07051909892262488,34.0,0.03330068560235064,0.07472527472527472,0.55435847208619,0.715547703180212,0.5318681318681319,0.5748218527315915,0.803921568627451,6.673202614379085,2.4444444444444446
Kimmer Coppejans,30,20,10,0.6666666666666666,0.5865384615384616,0.6074815595363541,67.0,0.03221153846153846,115.0,0.055288461538461536,0.15561569688768606,0.6447115384615385,0.6562266964951529,0.46008119079837617,0.5448717948717948,0.692063492063492,6.603174603174603,2.7301587301587302
Lautaro Midon,46,26,20,0.5652173913043478,0.5797632468996617,0.5787733012627782,132.0,0.03720405862457723,90.0,0.02536640360766629,0.06263048016701461,0.5949830890642616,0.6456655613453339,0.48295059151009045,0.5152190051967335,0.6765799256505576,6.594795539033457,2.7713754646840147
Lorenzo Giustino,30,15,15,0.5,0.5930944055944056,0.6039651837524178,108.0,0.0472027972027972,112.0,0.04895104895104895,0.11839323467230443,0.5865384615384616,0.6855439642324889,0.4619450317124736,0.5239808153477218,0.7159090909090909,6.5,2.6448863636363638
Marco Cecchinato,61,37,24,0.6065573770491803,0.6383739111011838,0.64581835609873,163.0,0.036408309135581865,141.0,0.03149430422157695,0.0888468809073724,0.6455215546124637,0.6844290657439447,0.5545053560176434,0.6085753803596127,0.796875,6.359375,2.299715909090909
Matej Dodig,27,15,12,0.5555555555555556,0.6169312169312169,0.6027074749852854,142.0,0.07513227513227513,49.0,0.025925925925925925,0.06796116504854369,0.6185185185185185,0.6971770744225834,0.4868238557558946,0.5223214285714286,0.7532894736842105,6.217105263157895,2.3815789473684212
