player,elo_overall,matches_played,elo_hard,matches_hard,elo_clay,matches_clay,elo_grass,matches_grass,elo_carpet,matches_carpet
Salamanca C.,1447.5,1,1500.0,0,1445.3,1,1500.0,0,1500.0,0
Crawley F.,1447.4,2,1466.4,1,1453.5,1,1500.0,0,1500.0,0
Flink V.,1447.4,18,1377.6,10,1442.7,6,1557.0,2,1500.0,0
Buchanan C.,1447.4,1,1456.2,1,1500.0,0,1500.0,0,1500.0,0
Lu Jia Jing,1447.4,1,1448.8,1,1500.0,0,1500.0,0,1500.0,0
Moeller M.,1447.3,1,1500.0,0,1445.5,1,1500.0,0,1500.0,0
Melander H.,1447.3,1,1500.0,0,1436.8,1,1500.0,0,1500.0,0
Hsu C.W.,1447.2,1,1451.4,1,1500.0,0,1500.0,0,1500.0,0
Ferrer Suarez I,1447.1,1,1500.0,0,1442.1,1,1500.0,0,1500.0,0
Argyrokastriti M.,1447.1,1,1462.5,1,1500.0,0,1500.0,0,1500.0,0
Zahraj P.,1446.9,1,1500.0,0,1447.3,1,1500.0,0,1500.0,0
Juricova J.,1446.7,1,1444.7,1,1500.0,0,1500.0,0,1500.0,0
Herbert P.,1446.7,14,1458.5,4,1408.0,7,1466.3,3,1500.0,0
Etcheverry T. M.,1446.7,1,1425.7,1,1500.0,0,1500.0,0,1500.0,0
Lew Yan Foon A.,1446.5,1,1445.7,1,1500.0,0,1500.0,0,1500.0,0
Khaddari H.,1446.3,1,1500.0,0,1462.4,1,1500.0,0,1500.0,0
Gong M.X.,1446.2,3,1440.5,3,1500.0,0,1500.0,0,1500.0,0
Ferreira Silva F.,1446.2,2,1429.7,2,1500.0,0,1500.0,0,1500.0,0
Plazas J.,1446.1,1,1500.0,0,1451.5,1,1500.0,0,1500.0,0
El Amrani R.,1446.0,8,1431.0,1,1497.5,7,1500.0,0,1500.0,0
Olaru R.,1446.0,1,1500.0,0,1451.6,1,1500.0,0,1500.0,0
Added D.,1445.9,1,1451.0,1,1500.0,0,1500.0,0,1500.0,0
Luz B.,1445.8,2,1500.0,0,1449.5,2,1500.0,0,1500.0,0
Perez Garcia M.P.,1445.8,1,1500.0,0,1463.9,1,1500.0,0,1500.0,0
Wallace I.,1445.7,1,1500.0,0,1436.6,1,1500.0,0,1500.0,0
Safranek V.,1445.7,2,1428.1,2,1500.0,0,1500.0,0,1500.0,0
Jasika O.,1445.7,6,1425.7,6,1500.0,0,1500.0,0,1500.0,0
Couacaud E.,1445.7,11,1462.8,5,1436.4,4,1411.7,2,1500.0,0
Magadan A.,1445.4,1,1465.8,1,1500.0,0,1500.0,0,1500.0,0
McDonald N.,1445.2,1,1500.0,0,1441.5,1,1500.0,0,1500.0,0
Tkacheva M.,1445.2,1,1441.5,1,1500.0,0,1500.0,0,1500.0,0
Britton D.,1445.1,1,1445.1,1,1500.0,0,1500.0,0,1500.0,0
Choi J.H.,1445.1,1,1441.6,1,1500.0,0,1500.0,0,1500.0,0
Zhang Y.,1445.0,1,1443.3,1,1500.0,0,1500.0,0,1500.0,0
Falkner Z.,1444.7,1,1440.5,1,1500.0,0,1500.0,0,1500.0,0
Benhadi G.,1444.6,1,1500.0,0,1454.6,1,1500.0,0,1500.0,0
Peliwo F.,1444.5,6,1455.3,4,1532.8,2,1500.0,0,1500.0,0
Prashanth V.,1444.5,1,1429.4,1,1500.0,0,1500.0,0,1500.0,0
Noordin J.,1444.2,1,1439.1,1,1500.0,0,1500.0,0,1500.0,0
Ignatik A.,1444.2,1,1449.8,1,1500.0,0,1500.0,0,1500.0,0
Sakharov G.,1444.1,4,1393.2,2,1530.4,2,1500.0,0,1500.0,0
Granillo A.,1444.1,1,1500.0,0,1440.9,1,1500.0,0,1500.0,0
Charaeva A.,1444.0,6,1417.2,2,1436.1,4,1500.0,0,1500.0,0
Reyngold E.,1444.0,1,1500.0,0,1432.6,1,1500.0,0,1500.0,0
Kostovic T.,1443.9,3,1456.6,1,1453.4,1,1483.4,1,1500.0,0
Corrie E.,1443.9,1,1500.0,0,1500.0,0,1439.4,1,1500.0,0
Folts A.,1443.8,1,1425.3,1,1500.0,0,1500.0,0,1500.0,0
Birnerova E.,1443.8,34,1452.6,17,1353.4,14,1569.2,3,1500.0,0
Koubek S.,1443.5,9,1525.1,7,1440.9,1,1405.7,1,1500.0,0
Kubka M.,1443.5,1,1500.0,0,1440.8,1,1500.0,0,1500.0,0
Poutchek T.,1443.4,1,1500.0,0,1449.7,1,1500.0,0,1500.0,0
Chakhnashvili M.,1443.2,1,1500.0,0,1434.3,1,1500.0,0,1500.0,0
Rapolu M.,1443.1,1,1445.4,1,1500.0,0,1500.0,0,1500.0,0
Fujiwara R.,1443.1,4,1395.1,2,1500.0,0,1500.8,2,1500.0,0
Bammer S.,1443.1,46,1492.2,30,1410.0,12,1383.1,4,1500.0,0
Crawford O.,1443.1,1,1500.0,0,1500.0,0,1406.5,1,1500.0,0
Albano S.,1443.0,1,1500.0,0,1450.8,1,1500.0,0,1500.0,0
Kustova D.,1442.9,6,1458.3,5,1438.7,1,1500.0,0,1500.0,0
Wolmarans F.,1442.9,3,1435.0,3,1500.0,0,1500.0,0,1500.0,0
Ianchuk O.,1442.8,1,1440.9,1,1500.0,0,1500.0,0,1500.0,0
Mediorreal Arias V.,1442.7,1,1500.0,0,1447.5,1,1500.0,0,1500.0,0
Bara I.,1442.7,46,1375.2,10,1475.4,34,1508.5,2,1500.0,0
De Schepper K.,1442.6,88,1454.1,41,1342.6,26,1526.5,21,1500.0,0
Fita Boluda A.,1442.6,2,1500.0,0,1440.2,2,1500.0,0,1500.0,0
Savinykh V.,1442.6,31,1467.0,26,1365.6,4,1432.8,1,1500.0,0
Gomez-Herrera C.,1442.4,1,1500.0,0,1444.1,1,1500.0,0,1500.0,0
Artunedo Martinavarro A.,1442.4,1,1440.7,1,1500.0,0,1500.0,0,1500.0,0
Zander N.,1442.4,1,1500.0,0,1440.3,1,1500.0,0,1500.0,0
Glushko J.,1442.3,44,1414.1,22,1437.6,20,1420.4,2,1500.0,0
Amariei I.D.,1442.0,1,1500.0,0,1424.5,1,1500.0,0,1500.0,0
Bektas E.,1441.9,27,1325.3,15,1514.2,3,1522.5,9,1500.0,0
Foretz S.,1441.7,39,1394.0,19,1457.5,14,1511.7,6,1500.0,0
Neuwirth Y.,1441.6,1,1500.0,0,1437.2,1,1500.0,0,1500.0,0
Deen Heshaam A.,1441.5,1,1435.7,1,1500.0,0,1500.0,0,1500.0,0
Silva F.,1441.5,2,1500.0,0,1407.2,2,1500.0,0,1500.0,0
Albie A.,1441.4,1,1500.0,0,1426.7,1,1500.0,0,1500.0,0
Reix S.,1441.2,3,1432.2,1,1497.6,2,1500.0,0,1500.0,0
Shinikova I.,1441.2,10,1434.1,3,1449.1,7,1500.0,0,1500.0,0
Schunk N.,1441.2,8,1467.7,1,1435.1,6,1450.3,1,1500.0,0
Spadea V.,1441.2,1,1441.2,1,1500.0,0,1500.0,0,1500.0,0
Ghioroaie I.G,1441.1,1,1444.6,1,1500.0,0,1500.0,0,1500.0,0
Kirkin E.,1441.0,2,1479.8,1,1500.0,0,1442.2,1,1500.0,0
Dzehalevich E.,1441.0,3,1500.0,0,1499.9,2,1440.9,1,1500.0,0
Fraile G.,1441.0,1,1500.0,0,1442.2,1,1500.0,0,1500.0,0
Christie F.,1441.0,1,1500.0,0,1500.0,0,1427.4,1,1500.0,0
Hsu C.Y.,1440.9,1,1440.9,1,1500.0,0,1500.0,0,1500.0,0
Khrisanova N.,1440.9,1,1440.9,1,1500.0,0,1500.0,0,1500.0,0
Stewart H.,1440.9,1,1500.0,0,1500.0,0,1440.9,1,1500.0,0
Djuric B.,1440.9,1,1437.6,1,1500.0,0,1500.0,0,1500.0,0
Si Y.M.,1440.9,1,1440.9,1,1500.0,0,1500.0,0,1500.0,0
Saavedra Corvalan C.,1440.9,1,1500.0,0,1440.9,1,1500.0,0,1500.0,0
Aranguren J.M.,1440.9,1,1500.0,0,1440.9,1,1500.0,0,1500.0,0
Simonsson F.,1440.9,1,1500.0,0,1440.9,1,1500.0,0,1500.0,0
Dutra Da Silva D.,1440.9,1,1500.0,0,1440.9,1,1500.0,0,1500.0,0
Wienerova L.,1440.9,1,1500.0,0,1440.9,1,1500.0,0,1500.0,0
Lajola D.,1440.9,1,1440.9,1,1500.0,0,1500.0,0,1500.0,0
Hajji A.,1440.9,1,1440.9,1,1500.0,0,1500.0,0,1500.0,0
Voegele,1440.9,1,1440.9,1,1500.0,0,1500.0,0,1500.0,0
Maamoun K.,1440.9,1,1440.9,1,1500.0,0,1500.0,0,1500.0,0
De Heart R.,1440.9,1,1440.9,1,1500.0,0,1500.0,0,1500.0,0
Safarova Z.,1440.9,1,1440.9,1,1500.0,0,1500.0,0,1500.0,0
Chirico L.,1440.8,65,1377.6,34,1511.0,29,1374.4,2,1500.0,0
Pasha N.,1440.7,1,1440.0,1,1500.0,0,1500.0,0,1500.0,0
Zucchini A.,1440.7,1,1500.0,0,1434.3,1,1500.0,0,1500.0,0
Broom C.,1440.6,2,1500.0,0,1500.0,0,1416.5,2,1500.0,0
Minor B.,1440.6,1,1429.4,1,1500.0,0,1500.0,0,1500.0,0
Inoue H.,1440.5,2,1438.3,2,1500.0,0,1500.0,0,1500.0,0
Cassone M.,1440.5,2,1475.5,1,1500.0,0,1458.7,1,1500.0,0
Smitkova T.,1440.5,48,1492.5,24,1388.8,15,1390.9,9,1500.0,0
Black T.A.,1440.4,2,1448.9,1,1449.2,1,1500.0,0,1500.0,0
Umarova K.,1440.3,1,1435.3,1,1500.0,0,1500.0,0,1500.0,0
Talaba G.,1440.3,1,1500.0,0,1439.4,1,1500.0,0,1500.0,0
Maristany G.,1440.3,4,1428.5,1,1462.5,3,1500.0,0,1500.0,0
Chang S.,1440.2,2,1500.0,0,1430.0,2,1500.0,0,1500.0,0
Jani R-L.,1440.2,1,1500.0,0,1428.2,1,1500.0,0,1500.0,0
Contreras Gomez F.,1440.1,11,1409.0,8,1545.6,2,1420.6,1,1500.0,0
Capurro Taborda M.,1440.0,1,1415.9,1,1500.0,0,1500.0,0,1500.0,0
Lalami Laaroussi Y.,1439.9,2,1500.0,0,1439.9,2,1500.0,0,1500.0,0
Reinberg E.,1439.7,1,1449.0,1,1500.0,0,1500.0,0,1500.0,0
Borvanov R.,1439.7,1,1430.9,1,1500.0,0,1500.0,0,1500.0,0
Mikrut L.,1439.7,1,1500.0,0,1436.6,1,1500.0,0,1500.0,0
Herazo Gonzalez M.,1439.6,4,1500.0,0,1435.8,4,1500.0,0,1500.0,0
Govortsova O.,1439.6,184,1473.6,111,1303.5,52,1447.2,21,1500.0,0
Luz O.,1439.5,1,1500.0,0,1457.3,1,1500.0,0,1500.0,0
Echargui M.,1439.4,3,1432.0,3,1500.0,0,1500.0,0,1500.0,0
Rubin N.,1439.4,29,1479.9,22,1430.5,5,1349.0,2,1500.0,0
Dellien H.,1439.3,89,1282.7,13,1474.9,72,1340.8,4,1500.0,0
Matteucci A.,1439.3,1,1500.0,0,1444.1,1,1500.0,0,1500.0,0
Chang K.C.,1439.0,81,1473.1,65,1305.4,8,1267.7,8,1500.0,0
Halebian A.,1438.8,1,1437.5,1,1500.0,0,1500.0,0,1500.0,0
Moore T.,1438.6,17,1434.3,1,1500.0,0,1406.4,16,1500.0,0
Ku Y.,1438.6,2,1379.3,2,1500.0,0,1500.0,0,1500.0,0
Granollers Pujol G.,1438.6,1,1500.0,0,1447.5,1,1500.0,0,1500.0,0
Krumich M.,1438.6,1,1500.0,0,1438.0,1,1500.0,0,1500.0,0
Klaasen R.,1438.5,6,1409.7,3,1500.0,0,1540.4,3,1500.0,0
Samudio A.,1438.4,1,1500.0,0,1455.1,1,1500.0,0,1500.0,0
Robson L.,1438.4,98,1454.1,54,1541.6,20,1438.6,24,1500.0,0
Hernandez-Fernandez J,1438.4,1,1500.0,0,1444.7,1,1500.0,0,1500.0,0
Herrero Linana A.,1438.1,1,1500.0,0,1434.4,1,1500.0,0,1500.0,0
Valkusz M.,1438.1,4,1449.2,3,1440.9,1,1500.0,0,1500.0,0
Kindlmann D.,1438.1,2,1472.6,1,1454.0,1,1500.0,0,1500.0,0
Jones F.,1438.0,53,1447.2,22,1461.8,14,1352.7,17,1500.0,0
Brugues-Davi A.,1437.9,4,1503.7,3,1426.9,1,1500.0,0,1500.0,0
Gjorcheska L.,1437.8,2,1440.9,1,1500.0,0,1481.8,1,1500.0,0
Decoud S.,1437.6,1,1500.0,0,1500.0,0,1426.2,1,1500.0,0
Sarkissian A.,1437.4,6,1435.8,4,1477.8,2,1500.0,0,1500.0,0
Imanishi M.,1437.4,1,1437.2,1,1500.0,0,1500.0,0,1500.0,0
Ren Y.,1437.3,1,1437.6,1,1500.0,0,1500.0,0,1500.0,0
Urgesi F.,1437.0,2,1500.0,0,1404.9,2,1500.0,0,1500.0,0
Masur D.,1437.0,6,1452.4,1,1484.2,4,1437.6,1,1500.0,0
Mayo A.,1436.8,1,1500.0,0,1437.1,1,1500.0,0,1500.0,0
Kirchheimer S.,1436.8,2,1448.6,2,1500.0,0,1500.0,0,1500.0,0
Zhuk S.,1436.8,9,1450.8,8,1450.7,1,1500.0,0,1500.0,0
Zaniewska S.,1436.8,4,1476.3,2,1482.3,1,1458.4,1,1500.0,0
Bangoura S.,1436.6,1,1450.7,1,1500.0,0,1500.0,0,1500.0,0
Mina G.,1436.6,5,1500.0,0,1413.6,5,1500.0,0,1500.0,0
Hogenkamp R.,1436.5,42,1393.6,16,1470.2,18,1402.3,8,1500.0,0
Vedder E.,1436.1,3,1500.0,0,1433.1,2,1448.2,1,1500.0,0
Fernandez L. A.,1436.1,1,1436.9,1,1500.0,0,1500.0,0,1500.0,0
Kremen I.,1435.8,1,1434.7,1,1500.0,0,1500.0,0,1500.0,0
Vega Hernandez D.,1435.6,1,1500.0,0,1435.6,1,1500.0,0,1500.0,0
Ivakhnenko V.,1435.4,9,1450.2,1,1469.8,8,1500.0,0,1500.0,0
Manasieva V.,1435.4,9,1486.0,7,1397.2,2,1500.0,0,1500.0,0
Castano C.,1435.4,18,1465.9,1,1463.5,17,1500.0,0,1500.0,0
Stefkova B.,1435.4,5,1429.4,4,1500.0,0,1422.5,1,1500.0,0
Skatov T.,1435.2,15,1392.1,8,1478.5,7,1500.0,0,1500.0,0
Cheapchandej P.,1435.2,1,1440.9,1,1500.0,0,1500.0,0,1500.0,0
Knoll X.,1435.1,1,1500.0,0,1446.4,1,1500.0,0,1500.0,0
Lewis J.,1434.9,2,1430.2,2,1500.0,0,1500.0,0,1500.0,0
Jorovic I.,1434.9,27,1436.2,14,1369.1,9,1527.7,4,1500.0,0
Floris A.,1434.7,3,1500.0,0,1408.1,3,1500.0,0,1500.0,0
Kypson P.,1434.7,20,1443.4,13,1325.6,5,1562.7,2,1500.0,0
Dhamne M.,1434.7,1,1438.6,1,1500.0,0,1500.0,0,1500.0,0
Goodall J.,1434.5,1,1500.0,0,1500.0,0,1428.7,1,1500.0,0
Han S.H.,1434.5,1,1430.6,1,1500.0,0,1500.0,0,1500.0,0
Hodzic M.,1434.5,1,1435.9,1,1500.0,0,1500.0,0,1500.0,0
De Paula F.,1434.5,1,1500.0,0,1430.9,1,1500.0,0,1500.0,0
Jouan R.,1434.5,2,1437.9,2,1500.0,0,1500.0,0,1500.0,0
Aragone J.,1434.4,2,1472.8,1,1500.0,0,1435.8,1,1500.0,0
Zhu C.,1434.3,1,1434.3,1,1500.0,0,1500.0,0,1500.0,0
Sanchez Uribe M.J.,1434.3,1,1500.0,0,1434.3,1,1500.0,0,1500.0,0
Wong Hong Yi C.,1434.3,1,1434.3,1,1500.0,0,1500.0,0,1500.0,0
Glushko L.,1434.3,5,1442.0,4,1431.6,1,1500.0,0,1500.0,0
Molteni A.,1434.3,2,1500.0,0,1436.4,2,1500.0,0,1500.0,0
Rajeshwaran Revathi M.,1434.3,1,1434.3,1,1500.0,0,1500.0,0,1500.0,0
Steiner V.,1434.3,1,1500.0,0,1434.3,1,1500.0,0,1500.0,0
Nugroho P.M.,1434.3,1,1434.3,1,1500.0,0,1500.0,0,1500.0,0
Vasilevski A.,1434.2,1,1436.2,1,1500.0,0,1500.0,0,1500.0,0
Vinciguerra A.,1434.2,5,1441.1,1,1441.6,4,1500.0,0,1500.0,0
Lojda D.,1434.2,1,1431.7,1,1500.0,0,1500.0,0,1500.0,0
Mecir M.,1433.9,4,1471.8,3,1414.4,1,1500.0,0,1500.0,0
Ramirez C.,1433.9,2,1500.0,0,1451.3,2,1500.0,0,1500.0,0
Zhang Z.,1433.8,15,1394.6,13,1500.0,0,1522.3,2,1500.0,0
Gabueva A.,1433.8,2,1500.0,0,1444.7,2,1500.0,0,1500.0,0
Mertens Y.,1433.7,3,1436.6,3,1500.0,0,1500.0,0,1500.0,0
Ivanova E.,1433.2,13,1465.5,11,1399.4,2,1500.0,0,1500.0,0
Arcangioli M.,1433.2,1,1500.0,0,1422.5,1,1500.0,0,1500.0,0
Chung Y.,1433.1,2,1457.6,1,1500.0,0,1466.1,1,1500.0,0
Cherubini D.,1433.1,1,1500.0,0,1432.6,1,1500.0,0,1500.0,0
Paganetti V.,1433.1,1,1500.0,0,1423.6,1,1500.0,0,1500.0,0
Barbat K.,1433.0,1,1431.8,1,1500.0,0,1500.0,0,1500.0,0
De Vroome I.,1432.8,6,1448.5,4,1490.2,1,1471.9,1,1500.0,0
Nedovyesov O.,1432.8,1,1450.6,1,1500.0,0,1500.0,0,1500.0,0
Lertpitaksinchai N.,1432.7,7,1421.6,7,1500.0,0,1500.0,0,1500.0,0
Madaras D.,1432.7,2,1454.7,1,1458.3,1,1500.0,0,1500.0,0
Prisacariu A.,1432.4,2,1457.6,1,1464.1,1,1500.0,0,1500.0,0
Ekshibarova V.,1432.2,1,1430.5,1,1500.0,0,1500.0,0,1500.0,0
Karatancheva L.,1431.9,1,1500.0,0,1427.0,1,1500.0,0,1500.0,0
Boitan G.A.,1431.8,1,1500.0,0,1434.2,1,1500.0,0,1500.0,0
Remondina A.,1431.8,1,1500.0,0,1432.7,1,1500.0,0,1500.0,0
Kolar N.,1431.8,3,1500.0,0,1418.4,3,1500.0,0,1500.0,0
Ramialison I.,1431.7,1,1429.6,1,1500.0,0,1500.0,0,1500.0,0
Dancevic F.,1431.6,43,1314.2,25,1341.9,2,1472.7,16,1500.0,0
Westerhof B.,1431.6,1,1500.0,0,1422.6,1,1500.0,0,1500.0,0
Bailly G.,1431.5,2,1407.7,2,1500.0,0,1500.0,0,1500.0,0
Radivojevic L.,1431.3,1,1500.0,0,1436.2,1,1500.0,0,1500.0,0
Barry M.,1431.2,2,1389.3,2,1500.0,0,1500.0,0,1500.0,0
Soler-E. S.,1431.1,1,1423.7,1,1500.0,0,1500.0,0,1500.0,0
Sirotkina M.,1431.1,2,1429.1,2,1500.0,0,1500.0,0,1500.0,0
Costas L.,1431.1,1,1500.0,0,1434.2,1,1500.0,0,1500.0,0
Castiblanco K.,1431.1,1,1500.0,0,1440.9,1,1500.0,0,1500.0,0
Laskutova K.,1431.0,1,1430.7,1,1500.0,0,1500.0,0,1500.0,0
Gonzalez M.,1431.0,58,1423.9,16,1386.2,39,1370.5,3,1500.0,0
Lemke J.,1430.9,1,1430.9,1,1500.0,0,1500.0,0,1500.0,0
Hu Y.Y.,1430.8,2,1434.6,2,1500.0,0,1500.0,0,1500.0,0
Babos T.,1430.7,301,1489.4,197,1372.1,75,1351.4,29,1500.0,0
Basing M.,1430.5,1,1500.0,0,1500.0,0,1410.1,1,1500.0,0
Brodsky G.,1430.4,1,1420.0,1,1500.0,0,1500.0,0,1500.0,0
Viratprasert S.,1430.4,1,1430.4,1,1500.0,0,1500.0,0,1500.0,0
Im K.T.,1430.4,1,1430.4,1,1500.0,0,1500.0,0,1500.0,0
Wu H.C.,1430.3,2,1420.7,2,1500.0,0,1500.0,0,1500.0,0
Naydenova A.,1430.2,1,1431.7,1,1500.0,0,1500.0,0,1500.0,0
Kovackova A.,1429.9,1,1431.1,1,1500.0,0,1500.0,0,1500.0,0
Sakellaridi S.,1429.9,1,1428.1,1,1500.0,0,1500.0,0,1500.0,0
Tearney F.,1429.8,2,1419.2,2,1500.0,0,1500.0,0,1500.0,0
O'Connell C.,1429.8,3,1411.9,3,1500.0,0,1500.0,0,1500.0,0
Zaja A.,1429.8,8,1421.5,1,1486.4,6,1434.3,1,1500.0,0
Roma S.,1429.6,1,1500.0,0,1435.5,1,1500.0,0,1500.0,0
Guo H.,1429.5,12,1407.4,11,1426.1,1,1500.0,0,1500.0,0
Olivetti A.,1429.5,14,1519.8,11,1439.7,1,1370.0,2,1500.0,0
Marcan D.,1429.5,2,1414.8,2,1500.0,0,1500.0,0,1500.0,0
Ewald W.,1429.4,1,1500.0,0,1421.1,1,1500.0,0,1500.0,0
Takeuchi K.,1429.3,1,1431.3,1,1500.0,0,1500.0,0,1500.0,0
Sabry S.,1429.3,1,1438.5,1,1500.0,0,1500.0,0,1500.0,0
Oudin M.,1429.3,103,1389.4,61,1407.1,29,1507.8,13,1500.0,0
Marti Y.,1429.1,7,1500.0,0,1443.3,7,1500.0,0,1500.0,0
Witten J.,1429.0,2,1500.0,0,1442.8,1,1474.6,1,1500.0,0
Rios F.,1429.0,1,1500.0,0,1447.7,1,1500.0,0,1500.0,0
Brianti A.,1429.0,98,1428.4,57,1454.7,33,1315.5,8,1500.0,0
Wei S.,1428.9,13,1388.1,13,1500.0,0,1500.0,0,1500.0,0
Bains N.,1428.8,2,1432.6,1,1500.0,0,1465.7,1,1500.0,0
Soboleva A.,1428.6,2,1425.9,1,1459.0,1,1500.0,0,1500.0,0
Zabala P.,1428.3,1,1500.0,0,1440.9,1,1500.0,0,1500.0,0
Rachidi Y.,1427.8,1,1500.0,0,1434.7,1,1500.0,0,1500.0,0
Pavic A.,1427.7,13,1410.9,5,1421.9,2,1485.5,6,1500.0,0
Chan Y.J.,1427.7,46,1389.4,35,1493.3,8,1465.5,3,1500.0,0
Lin J.M.,1427.6,1,1423.8,1,1500.0,0,1500.0,0,1500.0,0
Androic T.,1427.4,2,1463.0,1,1457.1,1,1500.0,0,1500.0,0
Novak D.,1427.3,58,1408.3,32,1425.0,18,1464.0,8,1500.0,0
Rogers A.S.,1427.3,1,1420.2,1,1500.0,0,1500.0,0,1500.0,0
Betov S.,1427.2,1,1412.2,1,1500.0,0,1500.0,0,1500.0,0
Herbert P-H.,1427.1,1,1426.9,1,1500.0,0,1500.0,0,1500.0,0
Mejia N.,1427.0,5,1365.4,3,1500.0,0,1504.3,2,1500.0,0
Gill F.,1427.0,2,1500.0,0,1500.0,0,1371.1,2,1500.0,0
Nikles J.,1427.0,4,1500.0,0,1404.3,4,1500.0,0,1500.0,0
Rola B.,1427.0,27,1411.5,10,1480.2,12,1337.4,5,1500.0,0
Trusendi W.,1427.0,1,1500.0,0,1415.5,1,1500.0,0,1500.0,0
Viola M.,1426.9,15,1475.0,7,1407.5,6,1430.3,2,1500.0,0
Dinu C.,1426.8,4,1500.0,0,1399.1,4,1500.0,0,1500.0,0
Gremelmayr D.,1426.5,16,1452.4,7,1469.9,3,1372.3,6,1500.0,0
Abdala N.,1426.5,1,1500.0,0,1438.7,1,1500.0,0,1500.0,0
Czink M.,1426.4,65,1427.0,35,1324.6,18,1534.0,12,1500.0,0
Pochabova M.,1426.4,1,1500.0,0,1429.6,1,1500.0,0,1500.0,0
Jafarova N.,1426.3,2,1405.2,2,1500.0,0,1500.0,0,1500.0,0
Sekulic M.,1426.2,1,1423.7,1,1500.0,0,1500.0,0,1500.0,0
Burger C.,1426.2,9,1368.3,2,1526.0,7,1500.0,0,1500.0,0
Fidirko N.,1426.2,1,1420.6,1,1500.0,0,1500.0,0,1500.0,0
Stevenson A.,1426.1,4,1501.3,2,1446.2,1,1443.4,1,1500.0,0
Myneni S.,1426.1,2,1395.0,2,1500.0,0,1500.0,0,1500.0,0
Mansouri Y.,1426.0,2,1383.3,2,1500.0,0,1500.0,0,1500.0,0
Pereira T.,1425.8,76,1403.8,25,1472.8,47,1334.2,4,1500.0,0
Rezai A.,1425.6,100,1453.1,54,1498.7,34,1505.3,12,1500.0,0
Habler H.,1425.6,1,1500.0,0,1430.9,1,1500.0,0,1500.0,0
Gerlach K.,1425.5,3,1500.0,0,1433.7,3,1500.0,0,1500.0,0
Brancaccio R.,1425.5,2,1500.0,0,1429.7,2,1500.0,0,1500.0,0
Van D. Merwe I.,1425.4,1,1422.7,1,1500.0,0,1500.0,0,1500.0,0
Ce G.,1425.4,10,1424.2,5,1470.3,5,1500.0,0,1500.0,0
Mccabe J.,1425.2,6,1431.9,5,1500.0,0,1440.9,1,1500.0,0
Haider-Maurer A.,1425.1,109,1445.9,38,1441.4,57,1313.5,14,1500.0,0
Georges M.,1425.1,6,1466.7,1,1445.3,5,1500.0,0,1500.0,0
Walter L.,1425.0,1,1500.0,0,1500.0,0,1428.4,1,1500.0,0
Kim S-J.,1424.9,1,1432.2,1,1500.0,0,1500.0,0,1500.0,0
Polmans M.,1424.9,24,1365.1,15,1524.9,5,1429.5,4,1500.0,0
Polansky P.,1424.7,41,1462.8,32,1320.5,7,1386.1,2,1500.0,0
Kucova Z.,1424.7,20,1292.7,10,1530.0,9,1411.8,1,1500.0,0
Chakvetadze A.,1424.7,55,1489.4,40,1268.4,8,1480.4,7,1500.0,0
Bennani L.,1424.0,1,1500.0,0,1433.0,1,1500.0,0,1500.0,0
Paquet C.,1423.8,62,1230.1,22,1500.7,37,1454.4,3,1500.0,0
Mueller A.,1423.7,2,1420.2,2,1500.0,0,1500.0,0,1500.0,0
Menendez-Maceiras A.,1423.6,24,1434.5,12,1399.0,8,1416.1,4,1500.0,0
Hendler T.,1423.6,1,1500.0,0,1421.3,1,1500.0,0,1500.0,0
De Loore J.,1423.6,2,1446.7,1,1461.2,1,1500.0,0,1500.0,0
Kavcic B.,1423.5,116,1415.2,56,1434.8,47,1339.4,13,1500.0,0
Al Ghareeb M.,1423.4,1,1423.4,1,1500.0,0,1500.0,0,1500.0,0
Popa G.S.,1423.3,1,1500.0,0,1424.6,1,1500.0,0,1500.0,0
Scholtz N.,1423.1,1,1422.6,1,1500.0,0,1500.0,0,1500.0,0
Krstin P.,1423.0,5,1431.2,2,1459.7,3,1500.0,0,1500.0,0
Zeppieri G.,1422.9,27,1412.1,10,1443.0,16,1397.2,1,1500.0,0
Cross K.,1422.5,2,1379.3,2,1500.0,0,1500.0,0,1500.0,0
Stefani L.,1422.3,1,1431.3,1,1500.0,0,1500.0,0,1500.0,0
Han N-L.,1422.2,2,1388.0,2,1500.0,0,1500.0,0,1500.0,0
Bester P.,1422.0,2,1426.6,2,1500.0,0,1500.0,0,1500.0,0
Inglot D.,1421.9,2,1398.6,2,1500.0,0,1500.0,0,1500.0,0
Poerschke L.,1421.9,1,1421.9,1,1500.0,0,1500.0,0,1500.0,0
Ozaki R.,1421.6,58,1438.8,49,1403.9,3,1381.2,6,1500.0,0
Harkleroad A.,1421.3,2,1425.8,2,1500.0,0,1500.0,0,1500.0,0
Wang M.,1421.2,2,1383.7,2,1500.0,0,1500.0,0,1500.0,0
Wu D.,1421.2,24,1380.5,24,1500.0,0,1500.0,0,1500.0,0
Yonemura T.,1421.1,1,1420.8,1,1500.0,0,1500.0,0,1500.0,0
Caruso S.,1421.1,63,1485.8,32,1370.7,27,1386.1,4,1500.0,0
Dokic J.,1421.0,49,1442.4,36,1321.6,7,1570.0,6,1500.0,0
Ma S.,1420.7,1,1419.8,1,1500.0,0,1500.0,0,1500.0,0
Bellotti R.,1420.7,1,1500.0,0,1411.2,1,1500.0,0,1500.0,0
Malek T.,1420.6,40,1459.4,24,1324.5,15,1425.1,1,1500.0,0
