player,elo_overall,matches_played,elo_hard,matches_hard,elo_clay,matches_clay,elo_grass,matches_grass,elo_carpet,matches_carpet
Bremond I.,1364.6,9,1359.4,6,1483.0,3,1500.0,0,1500.0,0
Veic A.,1364.1,28,1355.9,11,1420.0,17,1500.0,0,1500.0,0
South M.,1363.5,6,1500.0,0,1500.0,0,1353.2,6,1500.0,0
Rodriguez V.,1363.5,9,1366.2,7,1415.2,2,1500.0,0,1500.0,0
Olmos G.,1363.2,4,1346.1,4,1500.0,0,1500.0,0,1500.0,0
Ziadi M.,1363.0,3,1500.0,0,1319.6,3,1500.0,0,1500.0,0
Pous-T L.,1363.0,2,1429.1,1,1437.3,1,1500.0,0,1500.0,0
Barrois K.,1362.5,60,1243.6,23,1521.0,28,1495.1,9,1500.0,0
Venus M.,1361.6,10,1370.1,9,1437.3,1,1500.0,0,1500.0,0
Ward A.,1361.6,4,1500.0,0,1477.2,1,1319.2,3,1500.0,0
De Voest R.,1361.2,16,1359.6,13,1500.0,0,1456.8,3,1500.0,0
Gonzalez A.,1361.1,46,1419.2,21,1346.9,23,1366.0,2,1500.0,0
Blancaneaux G.,1360.9,6,1340.3,5,1457.3,1,1500.0,0,1500.0,0
Bulgaru M.,1360.6,10,1465.8,3,1343.3,7,1500.0,0,1500.0,0
El Allami Zhara F.,1360.5,4,1500.0,0,1358.4,4,1500.0,0,1500.0,0
Atik R.,1360.1,2,1500.0,0,1373.7,2,1500.0,0,1500.0,0
Authom M.,1360.0,2,1339.5,2,1500.0,0,1500.0,0,1500.0,0
Pous-T. L.,1359.9,3,1359.0,3,1500.0,0,1500.0,0,1500.0,0
Zhang L.,1359.5,11,1340.1,11,1500.0,0,1500.0,0,1500.0,0
Serdarusic N.,1359.2,9,1444.2,3,1382.0,6,1500.0,0,1500.0,0
Cadantu A.,1359.1,92,1385.0,38,1387.4,47,1382.0,7,1500.0,0
Gomez L.,1359.0,6,1314.9,6,1500.0,0,1500.0,0,1500.0,0
Honcova M.,1359.0,3,1500.0,0,1377.1,3,1500.0,0,1500.0,0
Cengiz B.,1358.6,6,1507.6,2,1314.6,4,1500.0,0,1500.0,0
Cohen J.,1358.4,22,1387.9,13,1388.5,9,1500.0,0,1500.0,0
Rouvroy M.,1358.1,2,1500.0,0,1334.7,2,1500.0,0,1500.0,0
Delic A.,1357.5,2,1361.1,2,1500.0,0,1500.0,0,1500.0,0
Celik S.,1357.2,3,1419.2,1,1402.9,2,1500.0,0,1500.0,0
Ledovskikh M.,1356.9,4,1460.3,1,1431.1,1,1373.7,2,1500.0,0
Kostova E.,1356.5,23,1261.6,8,1438.3,15,1500.0,0,1500.0,0
Georgatou E.,1356.2,3,1357.2,3,1500.0,0,1500.0,0,1500.0,0
Kadhe A.,1356.0,4,1320.1,4,1500.0,0,1500.0,0,1500.0,0
Lopez M.,1355.7,4,1469.6,1,1398.7,3,1500.0,0,1500.0,0
Palicova B.,1355.6,5,1398.9,4,1413.3,1,1500.0,0,1500.0,0
Srebotnik K.,1355.5,13,1364.9,9,1407.9,4,1500.0,0,1500.0,0
Caregaro M.,1355.3,2,1409.3,1,1439.9,1,1500.0,0,1500.0,0
Mendez S.,1355.0,2,1329.8,2,1500.0,0,1500.0,0,1500.0,0
Jones S.,1353.6,10,1321.3,7,1483.8,3,1500.0,0,1500.0,0
Kutuzova V.,1353.5,3,1401.1,2,1425.0,1,1500.0,0,1500.0,0
Oz I.,1353.4,9,1377.8,4,1393.6,5,1500.0,0,1500.0,0
Melzer I.,1353.1,5,1427.9,2,1312.8,3,1500.0,0,1500.0,0
Santillan A.,1352.9,9,1375.5,5,1391.3,2,1496.2,2,1500.0,0
Fossa Huergo N.,1352.6,3,1434.7,1,1406.4,2,1500.0,0,1500.0,0
Hassan B.,1352.3,6,1388.6,4,1417.7,2,1500.0,0,1500.0,0
Clarke J.,1352.2,14,1437.9,1,1500.0,0,1307.1,13,1500.0,0
Alves M.F.,1352.0,3,1348.1,3,1500.0,0,1500.0,0,1500.0,0
Ejdesgaard M.,1351.5,3,1359.5,3,1500.0,0,1500.0,0,1500.0,0
Jani R.L.,1351.2,21,1390.6,2,1346.9,19,1500.0,0,1500.0,0
Klepac A.,1350.1,3,1428.3,1,1391.8,2,1500.0,0,1500.0,0
Kraus S.,1349.9,19,1352.0,9,1417.1,8,1393.9,2,1500.0,0
Dabul B.,1349.9,19,1355.2,12,1382.9,2,1527.7,5,1500.0,0
Souza J.,1349.9,72,1316.9,8,1364.2,63,1415.9,1,1500.0,0
Klaffner M.,1349.4,3,1436.3,1,1390.2,2,1500.0,0,1500.0,0
Jugic-Salkic M.,1349.4,3,1486.5,1,1358.5,2,1500.0,0,1500.0,0
Luczak P.,1349.0,35,1400.0,13,1292.2,16,1485.5,6,1500.0,0
Mandlik E.,1348.4,25,1338.9,18,1363.4,3,1537.0,4,1500.0,0
Weintraub A.,1348.3,6,1361.6,5,1500.0,0,1435.9,1,1500.0,0
Kania P.,1347.9,16,1392.9,10,1398.0,4,1408.7,2,1500.0,0
Piter K.,1347.6,26,1341.5,13,1428.1,11,1425.8,2,1500.0,0
Lu J.J.,1347.3,4,1353.5,4,1500.0,0,1500.0,0,1500.0,0
Gaio F.,1346.9,18,1285.6,9,1456.6,9,1500.0,0,1500.0,0
Schnur B.,1346.7,19,1380.4,16,1500.0,0,1356.2,3,1500.0,0
Abduraimova N.,1346.2,22,1388.2,19,1390.8,3,1500.0,0,1500.0,0
Jang S.J.,1345.6,17,1330.3,17,1500.0,0,1500.0,0,1500.0,0
Garza D.,1345.1,4,1466.7,1,1360.9,3,1500.0,0,1500.0,0
Dentoni C.,1345.0,14,1394.9,2,1378.8,12,1500.0,0,1500.0,0
Lemoine Q.,1344.7,4,1434.1,1,1387.8,3,1500.0,0,1500.0,0
Osuigwe W.,1343.1,19,1329.8,18,1442.1,1,1500.0,0,1500.0,0
Gatto-Monticone G.,1342.6,21,1420.7,7,1355.8,11,1397.6,3,1500.0,0
Mcgee J.,1342.4,3,1349.6,3,1500.0,0,1500.0,0,1500.0,0
Vanni L.,1342.2,23,1341.6,10,1427.4,12,1396.7,1,1500.0,0
Nedovyesov A.,1341.3,23,1391.9,11,1379.0,9,1379.4,3,1500.0,0
Pelletier M.E.,1341.0,3,1354.4,3,1500.0,0,1500.0,0,1500.0,0
Dasnieres de Veigy J.,1340.9,6,1376.5,2,1422.0,4,1500.0,0,1500.0,0
Lindell C.,1340.6,10,1430.6,1,1378.8,9,1500.0,0,1500.0,0
Sharipova S.,1340.2,16,1348.0,16,1500.0,0,1500.0,0,1500.0,0
Koellerer D.,1340.2,14,1402.0,8,1357.5,5,1440.9,1,1500.0,0
Fichman S.,1339.9,28,1435.9,12,1377.9,14,1371.2,2,1500.0,0
Perry S.,1339.5,11,1319.7,5,1377.6,2,1497.4,4,1500.0,0
Djokovic M.,1339.3,3,1438.1,1,1399.5,2,1500.0,0,1500.0,0
Sema Y.,1338.7,3,1333.2,3,1500.0,0,1500.0,0,1500.0,0
Dabrowski G.,1338.5,12,1285.1,7,1496.5,5,1500.0,0,1500.0,0
Von Deichmann K.,1338.2,12,1333.7,6,1442.0,6,1500.0,0,1500.0,0
Marti J.,1338.1,13,1444.0,2,1324.2,9,1489.9,2,1500.0,0
Kuznetsov Al.,1337.7,21,1376.6,12,1408.1,3,1341.6,6,1500.0,0
Ozgen P.,1337.3,5,1488.3,1,1297.6,4,1500.0,0,1500.0,0
Golding O.,1337.0,3,1500.0,0,1500.0,0,1317.9,3,1500.0,0
Ward J.,1336.2,58,1350.1,17,1331.0,5,1306.9,36,1500.0,0
Lao D.,1335.0,10,1383.6,7,1500.0,0,1371.2,3,1500.0,0
Yakimova A.,1334.7,36,1322.6,19,1315.3,12,1441.4,5,1500.0,0
Hemery C.,1334.6,12,1328.3,4,1434.7,8,1500.0,0,1500.0,0
Hocevar R.,1334.2,3,1428.8,1,1395.6,2,1500.0,0,1500.0,0
Lama G.,1333.8,4,1440.9,1,1376.7,3,1500.0,0,1500.0,0
Janvier M.,1333.7,6,1442.2,1,1394.1,4,1437.3,1,1500.0,0
Ehrat S.,1333.7,3,1500.0,0,1317.0,3,1500.0,0,1500.0,0
Betova M.,1332.6,3,1354.2,2,1500.0,0,1440.1,1,1500.0,0
Irigoyen M.,1331.9,9,1328.3,3,1416.7,6,1500.0,0,1500.0,0
Ascione T.,1331.6,3,1381.0,2,1429.3,1,1500.0,0,1500.0,0
Bopanna R.,1330.9,5,1387.6,3,1500.0,0,1399.5,2,1500.0,0
Mitchell B.,1330.5,5,1321.0,5,1500.0,0,1500.0,0,1500.0,0
Arconada U.M.,1330.5,8,1341.8,6,1394.1,2,1500.0,0,1500.0,0
Riba P.,1329.8,79,1283.2,20,1387.6,55,1315.8,4,1500.0,0
Glatch A.,1329.7,31,1358.7,23,1377.8,6,1421.8,2,1500.0,0
Safwat M.,1329.7,14,1314.3,10,1423.6,2,1516.0,2,1500.0,0
Zahlavova S.,1328.6,42,1388.3,13,1345.1,22,1346.3,7,1500.0,0
Fourlis J.,1328.5,20,1293.6,11,1384.0,6,1492.3,3,1500.0,0
Coppejans K.,1327.6,13,1424.6,7,1331.2,4,1449.0,2,1500.0,0
Kunitsyn I.,1325.2,81,1357.4,55,1325.5,10,1390.5,16,1500.0,0
Topo M.,1325.1,8,1453.1,1,1307.7,7,1500.0,0,1500.0,0
Kostanic Tosic J.,1324.9,4,1397.4,2,1408.2,2,1500.0,0,1500.0,0
Eriksson M.,1324.2,4,1416.9,1,1379.1,3,1500.0,0,1500.0,0
Beygelzimer Y.,1323.8,16,1360.1,7,1384.3,8,1422.8,1,1500.0,0
Nielsen F.,1322.6,5,1358.7,3,1460.0,1,1431.8,1,1500.0,0
Bovina E.,1322.4,9,1310.0,8,1430.7,1,1500.0,0,1500.0,0
Kendrick R.,1322.2,18,1433.3,12,1314.1,4,1362.3,2,1500.0,0
Capdeville P.,1322.1,17,1337.3,6,1384.6,10,1429.5,1,1500.0,0
Munoz De La Nava D.,1321.7,8,1500.0,0,1308.6,8,1500.0,0,1500.0,0
Kuznetsov A.,1321.3,7,1356.7,4,1500.0,0,1429.3,3,1500.0,0
Daniilidou E.,1319.9,67,1339.7,49,1293.1,11,1301.7,7,1500.0,0
Osterloh L.,1319.8,7,1396.4,4,1433.2,2,1440.9,1,1500.0,0
Hermoso X.,1319.7,8,1320.9,4,1401.5,4,1500.0,0,1500.0,0
Velotti A.,1319.4,4,1500.0,0,1301.9,4,1500.0,0,1500.0,0
Gao X.,1319.0,9,1313.9,9,1500.0,0,1500.0,0,1500.0,0
Danilina A.,1318.8,7,1327.5,5,1478.8,1,1449.1,1,1500.0,0
Kwiatkowski T.S.,1318.2,7,1310.1,6,1500.0,0,1441.7,1,1500.0,0
Haas B.,1317.1,20,1390.3,9,1307.9,11,1500.0,0,1500.0,0
Kuwata H.,1316.1,9,1328.0,8,1424.8,1,1500.0,0,1500.0,0
Murray S.,1316.1,6,1444.7,1,1500.0,0,1307.4,5,1500.0,0
Vliegen K.,1315.9,12,1351.0,8,1369.3,2,1391.5,2,1500.0,0
Machado R.,1315.7,39,1277.0,8,1353.8,30,1424.5,1,1500.0,0
Cox D.,1314.9,5,1500.0,0,1500.0,0,1322.0,5,1500.0,0
Webley-Smith E.,1314.3,4,1370.1,2,1500.0,0,1399.2,2,1500.0,0
You X.,1313.6,15,1334.0,13,1374.0,2,1500.0,0,1500.0,0
Soler-Espinosa S.,1313.6,22,1315.6,5,1335.9,17,1500.0,0,1500.0,0
Crivoi V.,1312.4,13,1476.5,2,1345.8,11,1500.0,0,1500.0,0
Xu S.,1311.8,7,1359.9,5,1411.8,2,1500.0,0,1500.0,0
Huta Galung J.,1311.6,22,1283.9,14,1391.0,2,1471.1,6,1500.0,0
Groenefeld A.L.,1310.2,17,1406.2,10,1352.1,6,1410.4,1,1500.0,0
Farhad K.,1309.1,4,1307.8,4,1500.0,0,1500.0,0,1500.0,0
Ramirez-Hidalgo R.,1308.1,51,1397.4,12,1295.0,35,1317.4,4,1500.0,0
Voracova R.,1305.4,39,1267.9,16,1421.9,22,1425.4,1,1500.0,0
Zec Peskiric M.,1304.1,8,1424.6,1,1350.7,7,1500.0,0,1500.0,0
Kravchuk K.,1303.1,30,1211.3,21,1571.5,4,1381.2,5,1500.0,0
Coin J.,1302.5,24,1378.1,16,1286.5,5,1353.0,3,1500.0,0
Lapentti N.,1301.1,8,1456.8,4,1302.1,4,1500.0,0,1500.0,0
Tikhonova A.,1301.0,6,1410.8,2,1347.8,3,1460.7,1,1500.0,0
Mestach A.S.,1300.0,12,1316.8,6,1455.4,4,1383.9,2,1500.0,0
Perrin C.,1298.7,14,1392.2,2,1320.3,11,1440.9,1,1500.0,0
Grammatikopoulou V.,1297.3,17,1377.6,9,1292.5,7,1444.5,1,1500.0,0
Beck K.,1296.3,37,1312.9,23,1356.3,4,1399.6,10,1500.0,0
El Tabakh H.,1295.1,6,1319.1,4,1422.2,2,1500.0,0,1500.0,0
Cabrera L.,1294.8,31,1303.9,27,1355.9,2,1502.8,2,1500.0,0
Gicquel M.,1292.8,29,1436.8,16,1295.0,6,1277.2,7,1500.0,0
In-Albon Y.,1291.9,10,1434.3,1,1312.1,8,1462.3,1,1500.0,0
Volandri F.,1291.4,108,1176.9,17,1349.5,86,1366.8,5,1500.0,0
Ungur A.,1289.1,33,1303.7,5,1367.1,25,1362.2,3,1500.0,0
Alves T.,1287.1,8,1364.9,4,1330.6,4,1500.0,0,1500.0,0
Mrdeza T.,1285.3,16,1398.8,7,1293.7,9,1500.0,0,1500.0,0
Xu Y.F.,1285.3,10,1284.7,8,1435.4,1,1466.5,1,1500.0,0
Khromacheva I.,1284.9,25,1348.0,12,1352.7,12,1424.5,1,1500.0,0
Clezar G.,1283.2,12,1400.8,1,1343.7,11,1500.0,0,1500.0,0
Smith J.P.,1282.8,27,1221.1,18,1500.0,0,1446.3,9,1500.0,0
Al Nabhani F.,1280.6,10,1264.8,10,1500.0,0,1500.0,0,1500.0,0
Rogowska O.,1280.6,38,1312.7,32,1308.7,5,1431.0,1,1500.0,0
Vassallo-Arguello M.,1279.4,4,1361.5,2,1395.2,2,1500.0,0,1500.0,0
Hernandez O.,1278.0,16,1305.7,4,1338.8,11,1424.5,1,1500.0,0
Koehler M.J.,1277.6,17,1473.5,4,1281.8,11,1428.3,2,1500.0,0
Barrientos N.,1276.7,4,1430.4,1,1335.0,3,1500.0,0,1500.0,0
Li Z.,1276.0,10,1269.9,10,1500.0,0,1500.0,0,1500.0,0
Andrianjafitrimo T.,1273.0,6,1424.2,1,1290.9,5,1500.0,0,1500.0,0
Massu N.,1272.8,13,1430.2,1,1333.3,11,1424.5,1,1500.0,0
Ventura S.,1272.8,14,1440.9,1,1347.4,11,1360.9,2,1500.0,0
Riske-Amritraj A.,1272.6,11,1274.2,8,1465.2,1,1434.8,2,1500.0,0
Domachowska M.,1271.0,9,1392.7,4,1291.9,5,1500.0,0,1500.0,0
Sanchez A.S.,1270.4,13,1309.2,9,1336.5,4,1500.0,0,1500.0,0
Daniel M.,1268.9,15,1315.5,5,1333.5,7,1429.9,3,1500.0,0
Dubois S.,1268.3,33,1311.6,21,1287.1,5,1427.1,7,1500.0,0
Bohli S.,1265.9,9,1293.6,7,1453.8,1,1440.9,1,1500.0,0
Lindahl N.,1264.5,6,1273.5,5,1440.9,1,1500.0,0,1500.0,0
Lokoli L.,1263.9,8,1305.3,5,1382.9,2,1421.2,1,1500.0,0
Melnikova M.,1261.0,18,1316.4,4,1289.6,10,1402.5,4,1500.0,0
Pivovarova A.,1259.8,25,1221.3,9,1455.8,14,1396.2,2,1500.0,0
Kichenok N.,1259.6,21,1327.8,11,1249.0,6,1544.2,4,1500.0,0
Loeb J.,1252.8,14,1273.2,10,1376.1,3,1474.4,1,1500.0,0
O'Brien K.,1246.9,11,1344.1,5,1403.2,3,1336.9,3,1500.0,0
Perez E.,1246.2,15,1278.1,11,1410.7,2,1382.5,2,1500.0,0
Ferguson S.,1245.1,12,1259.4,6,1493.5,5,1440.9,1,1500.0,0
Prodon E.,1240.4,10,1334.4,3,1316.0,7,1500.0,0,1500.0,0
Fischer M.,1240.2,16,1293.1,4,1316.3,8,1426.0,4,1500.0,0
Arguello F.,1238.8,17,1500.0,0,1227.0,16,1464.6,1,1500.0,0
Woerle K.,1233.7,15,1298.0,9,1324.7,6,1500.0,0,1500.0,0
Guez D.,1233.4,10,1267.3,7,1376.2,3,1500.0,0,1500.0,0
Ondraskova Z.,1214.5,18,1296.1,7,1333.5,10,1407.3,1,1500.0,0
Namigata J.,1211.0,14,1226.4,13,1427.8,1,1500.0,0,1500.0,0
Lertcheewakarn N.,1208.6,19,1241.6,16,1500.0,0,1360.1,3,1500.0,0
Rochus C.,1191.4,11,1237.2,7,1337.5,3,1440.9,1,1500.0,0
